 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 8}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': [],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 20, 70, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'continuous'}
==============================


  0,  0 | TrAcc: 0.0193, TrLoss:  4.53998, VaAcc: 0.0153, VaLoss:  4.55248
  1,  0 | TrAcc: 0.3668, TrLoss:  2.18283, VaAcc: 0.3538, VaLoss:  2.34561
  2,  0 | TrAcc: 0.4260, TrLoss:  1.92973, VaAcc: 0.4043, VaLoss:  2.19217
  3,  0 | TrAcc: 0.4587, TrLoss:  1.79507, VaAcc: 0.4245, VaLoss:  2.12100
  4,  0 | TrAcc: 0.4848, TrLoss:  1.71972, VaAcc: 0.4301, VaLoss:  2.07072
  5,  0 | TrAcc: 0.4971, TrLoss:  1.64355, VaAcc: 0.4398, VaLoss:  2.07082
  6,  0 | TrAcc: 0.5143, TrLoss:  1.58848, VaAcc: 0.4439, VaLoss:  2.04548
  7,  0 | TrAcc: 0.5191, TrLoss:  1.56215, VaAcc: 0.4556, VaLoss:  2.03350
  8,  0 | TrAcc: 0.5297, TrLoss:  1.52520, VaAcc: 0.4627, VaLoss:  2.03944
  9,  0 | TrAcc: 0.5403, TrLoss:  1.48057, VaAcc: 0.4601, VaLoss:  2.02034
 10,  0 | TrAcc: 0.5530, TrLoss:  1.43325, VaAcc: 0.4737, VaLoss:  2.00197
 11,  0 | TrAcc: 0.5484, TrLoss:  1.44778, VaAcc: 0.4759, VaLoss:  2.03708
 12,  0 | TrAcc: 0.5637, TrLoss:  1.40601, VaAcc: 0.4668, VaLoss:  2.02982
 13,  0 | TrAcc: 0.5646, TrLoss:  1.39540, VaAcc: 0.4651, VaLoss:  2.03560
 14,  0 | TrAcc: 0.5741, TrLoss:  1.36706, VaAcc: 0.4756, VaLoss:  2.03232
 15,  0 | TrAcc: 0.5806, TrLoss:  1.33044, VaAcc: 0.4597, VaLoss:  2.05993
 16,  0 | TrAcc: 0.5827, TrLoss:  1.33612, VaAcc: 0.4636, VaLoss:  2.06720
 17,  0 | TrAcc: 0.5952, TrLoss:  1.29616, VaAcc: 0.4595, VaLoss:  2.05333
 18,  0 | TrAcc: 0.5896, TrLoss:  1.30909, VaAcc: 0.4780, VaLoss:  2.05133
 19,  0 | TrAcc: 0.5920, TrLoss:  1.30789, VaAcc: 0.4707, VaLoss:  2.07587
 20,  0 | TrAcc: 0.6102, TrLoss:  1.24266, VaAcc: 0.4664, VaLoss:  2.08566
 21,  0 | TrAcc: 0.6025, TrLoss:  1.26272, VaAcc: 0.4735, VaLoss:  2.06900
 22,  0 | TrAcc: 0.6155, TrLoss:  1.20999, VaAcc: 0.4718, VaLoss:  2.07842
 23,  0 | TrAcc: 0.6070, TrLoss:  1.24698, VaAcc: 0.4552, VaLoss:  2.10169
 24,  0 | TrAcc: 0.6208, TrLoss:  1.19945, VaAcc: 0.4517, VaLoss:  2.10154
 25,  0 | TrAcc: 0.6059, TrLoss:  1.23563, VaAcc: 0.4705, VaLoss:  2.11150
 26,  0 | TrAcc: 0.6147, TrLoss:  1.20174, VaAcc: 0.4636, VaLoss:  2.10343
 27,  0 | TrAcc: 0.6205, TrLoss:  1.18767, VaAcc: 0.4599, VaLoss:  2.11595
 28,  0 | TrAcc: 0.6238, TrLoss:  1.18506, VaAcc: 0.4528, VaLoss:  2.13626
 29,  0 | TrAcc: 0.6284, TrLoss:  1.16058, VaAcc: 0.4629, VaLoss:  2.12375
 30,  0 | TrAcc: 0.6364, TrLoss:  1.15072, VaAcc: 0.4603, VaLoss:  2.14030
 31,  0 | TrAcc: 0.6354, TrLoss:  1.14637, VaAcc: 0.4608, VaLoss:  2.12907
 32,  0 | TrAcc: 0.6320, TrLoss:  1.14280, VaAcc: 0.4558, VaLoss:  2.14858
 33,  0 | TrAcc: 0.6362, TrLoss:  1.13439, VaAcc: 0.4528, VaLoss:  2.15962
 34,  0 | TrAcc: 0.6376, TrLoss:  1.15111, VaAcc: 0.4556, VaLoss:  2.17728
 35,  0 | TrAcc: 0.6421, TrLoss:  1.12120, VaAcc: 0.4530, VaLoss:  2.18497
 36,  0 | TrAcc: 0.6458, TrLoss:  1.11613, VaAcc: 0.4621, VaLoss:  2.17006
 37,  0 | TrAcc: 0.6351, TrLoss:  1.14884, VaAcc: 0.4549, VaLoss:  2.17125
 38,  0 | TrAcc: 0.6542, TrLoss:  1.09739, VaAcc: 0.4398, VaLoss:  2.20137
 39,  0 | TrAcc: 0.6419, TrLoss:  1.12595, VaAcc: 0.4534, VaLoss:  2.19488
 40,  0 | TrAcc: 0.6484, TrLoss:  1.10211, VaAcc: 0.4539, VaLoss:  2.19283
 41,  0 | TrAcc: 0.6473, TrLoss:  1.10749, VaAcc: 0.4388, VaLoss:  2.19764
 42,  0 | TrAcc: 0.6574, TrLoss:  1.07940, VaAcc: 0.4483, VaLoss:  2.19864
 43,  0 | TrAcc: 0.6542, TrLoss:  1.07332, VaAcc: 0.4450, VaLoss:  2.20265
 44,  0 | TrAcc: 0.6554, TrLoss:  1.08295, VaAcc: 0.4491, VaLoss:  2.21355
 45,  0 | TrAcc: 0.6586, TrLoss:  1.06219, VaAcc: 0.4536, VaLoss:  2.21032
 46,  0 | TrAcc: 0.6576, TrLoss:  1.06634, VaAcc: 0.4383, VaLoss:  2.22323
 47,  0 | TrAcc: 0.6658, TrLoss:  1.04903, VaAcc: 0.4381, VaLoss:  2.22836
 48,  0 | TrAcc: 0.6702, TrLoss:  1.03147, VaAcc: 0.4422, VaLoss:  2.23102
 49,  0 | TrAcc: 0.6695, TrLoss:  1.03343, VaAcc: 0.4467, VaLoss:  2.21861
 50,  0 | TrAcc: 0.6637, TrLoss:  1.05519, VaAcc: 0.4521, VaLoss:  2.20955
 51,  0 | TrAcc: 0.6684, TrLoss:  1.03917, VaAcc: 0.4491, VaLoss:  2.21338
 52,  0 | TrAcc: 0.6658, TrLoss:  1.05601, VaAcc: 0.4433, VaLoss:  2.22305
 53,  0 | TrAcc: 0.6822, TrLoss:  1.00907, VaAcc: 0.4495, VaLoss:  2.22321
 54,  0 | TrAcc: 0.6754, TrLoss:  1.02565, VaAcc: 0.4472, VaLoss:  2.23883
 55,  0 | TrAcc: 0.6745, TrLoss:  1.02827, VaAcc: 0.4409, VaLoss:  2.23283
 56,  0 | TrAcc: 0.6707, TrLoss:  1.03678, VaAcc: 0.4345, VaLoss:  2.24823
 57,  0 | TrAcc: 0.6900, TrLoss:  0.98361, VaAcc: 0.4373, VaLoss:  2.25396
 58,  0 | TrAcc: 0.6695, TrLoss:  1.03774, VaAcc: 0.4429, VaLoss:  2.24682
 59,  0 | TrAcc: 0.6712, TrLoss:  1.02360, VaAcc: 0.4370, VaLoss:  2.24931
 60,  0 | TrAcc: 0.6805, TrLoss:  1.01015, VaAcc: 0.4442, VaLoss:  2.25010
 61,  0 | TrAcc: 0.6752, TrLoss:  1.01899, VaAcc: 0.4416, VaLoss:  2.25557
 62,  0 | TrAcc: 0.6829, TrLoss:  0.99624, VaAcc: 0.4381, VaLoss:  2.26291
 63,  0 | TrAcc: 0.6819, TrLoss:  1.00343, VaAcc: 0.4414, VaLoss:  2.26099
 64,  0 | TrAcc: 0.6740, TrLoss:  1.01644, VaAcc: 0.4377, VaLoss:  2.27388
 65,  0 | TrAcc: 0.6897, TrLoss:  0.98192, VaAcc: 0.4429, VaLoss:  2.26210
 66,  0 | TrAcc: 0.6879, TrLoss:  0.96527, VaAcc: 0.4433, VaLoss:  2.26761
 67,  0 | TrAcc: 0.6861, TrLoss:  0.97088, VaAcc: 0.4377, VaLoss:  2.27165
 68,  0 | TrAcc: 0.6964, TrLoss:  0.96355, VaAcc: 0.4407, VaLoss:  2.26888
 69,  0 | TrAcc: 0.6952, TrLoss:  0.95137, VaAcc: 0.4338, VaLoss:  2.27244
 70,  0 | TrAcc: 0.6754, TrLoss:  1.01446, VaAcc: 0.4321, VaLoss:  2.28041
 71,  0 | TrAcc: 0.6871, TrLoss:  0.98400, VaAcc: 0.4368, VaLoss:  2.28522
 72,  0 | TrAcc: 0.6805, TrLoss:  0.99777, VaAcc: 0.4232, VaLoss:  2.29740
 73,  0 | TrAcc: 0.6915, TrLoss:  0.97044, VaAcc: 0.4241, VaLoss:  2.29641
 74,  0 | TrAcc: 0.6923, TrLoss:  0.96274, VaAcc: 0.4325, VaLoss:  2.29210
 75,  0 | TrAcc: 0.6921, TrLoss:  0.96425, VaAcc: 0.4353, VaLoss:  2.28409
 76,  0 | TrAcc: 0.6792, TrLoss:  1.00222, VaAcc: 0.4340, VaLoss:  2.28830
 77,  0 | TrAcc: 0.6841, TrLoss:  0.98812, VaAcc: 0.4248, VaLoss:  2.29548
 78,  0 | TrAcc: 0.6871, TrLoss:  0.97068, VaAcc: 0.4282, VaLoss:  2.29965
 79,  0 | TrAcc: 0.6873, TrLoss:  0.97741, VaAcc: 0.4332, VaLoss:  2.29957
 80,  0 | TrAcc: 0.6947, TrLoss:  0.95197, VaAcc: 0.4332, VaLoss:  2.29220
 81,  0 | TrAcc: 0.6885, TrLoss:  0.97337, VaAcc: 0.4271, VaLoss:  2.29683
 82,  0 | TrAcc: 0.6870, TrLoss:  0.97811, VaAcc: 0.4338, VaLoss:  2.29996
 83,  0 | TrAcc: 0.6953, TrLoss:  0.96019, VaAcc: 0.4325, VaLoss:  2.30935
 84,  0 | TrAcc: 0.6966, TrLoss:  0.95267, VaAcc: 0.4291, VaLoss:  2.29409
 85,  0 | TrAcc: 0.6968, TrLoss:  0.93159, VaAcc: 0.4334, VaLoss:  2.30227
 86,  0 | TrAcc: 0.6955, TrLoss:  0.95527, VaAcc: 0.4314, VaLoss:  2.30750
 87,  0 | TrAcc: 0.7016, TrLoss:  0.93217, VaAcc: 0.4301, VaLoss:  2.30661
 88,  0 | TrAcc: 0.6889, TrLoss:  0.97570, VaAcc: 0.4297, VaLoss:  2.30520
 89,  0 | TrAcc: 0.6839, TrLoss:  0.98925, VaAcc: 0.4239, VaLoss:  2.31245
 90,  0 | TrAcc: 0.6991, TrLoss:  0.94598, VaAcc: 0.4282, VaLoss:  2.31063
 91,  0 | TrAcc: 0.7033, TrLoss:  0.93520, VaAcc: 0.4243, VaLoss:  2.32533
 92,  0 | TrAcc: 0.6937, TrLoss:  0.94386, VaAcc: 0.4269, VaLoss:  2.30807
 93,  0 | TrAcc: 0.7032, TrLoss:  0.91991, VaAcc: 0.4334, VaLoss:  2.31759
 94,  0 | TrAcc: 0.7063, TrLoss:  0.90571, VaAcc: 0.4461, VaLoss:  2.30018
 95,  0 | TrAcc: 0.7032, TrLoss:  0.92519, VaAcc: 0.4265, VaLoss:  2.32475
 96,  0 | TrAcc: 0.6951, TrLoss:  0.95486, VaAcc: 0.4256, VaLoss:  2.32089
 97,  0 | TrAcc: 0.6894, TrLoss:  0.95647, VaAcc: 0.4252, VaLoss:  2.33514
 98,  0 | TrAcc: 0.6898, TrLoss:  0.95495, VaAcc: 0.4288, VaLoss:  2.32050
 99,  0 | TrAcc: 0.7066, TrLoss:  0.90752, VaAcc: 0.4301, VaLoss:  2.31486
----------------------------
Final Tr Acc   :   0.71146 +- 0.00922
Final Va Acc   :   0.42619 +- 0.00559
Final Tr Loss  :   0.89881 +- 0.02100
Final Va Loss  :   2.33330 +- 0.01768

TrAcc
Run:  0 | 72.21% in epoch   99
Run:  1 | 71.25% in epoch   88
Run:  2 | 70.66% in epoch   99

VaAcc
Run:  0 | 47.52% in epoch   12
Run:  1 | 47.37% in epoch   16
Run:  2 | 47.80% in epoch   18

TeAcc
Run:  0 | 44.76% in epoch   12
Run:  1 | 45.45% in epoch   16
Run:  2 | 44.60% in epoch   18
(3, 100)
