 55,  0 | TrAcc: 0.4415, TrLoss:  1.82826, VaAcc: 0.3476, VaLoss:  2.57475
 56,  0 | TrAcc: 0.4498, TrLoss:  1.79589, VaAcc: 0.3482, VaLoss:  2.55197
 57,  0 | TrAcc: 0.4540, TrLoss:  1.79371, VaAcc: 0.3568, VaLoss:  2.56334
 58,  0 | TrAcc: 0.4516, TrLoss:  1.80041, VaAcc: 0.3659, VaLoss:  2.55660
 59,  0 | TrAcc: 0.4479, TrLoss:  1.82214, VaAcc: 0.3476, VaLoss:  2.57242
 60,  0 | TrAcc: 0.4522, TrLoss:  1.81327, VaAcc: 0.3571, VaLoss:  2.56703
 61,  0 | TrAcc: 0.4457, TrLoss:  1.81603, VaAcc: 0.3506, VaLoss:  2.57252
 62,  0 | TrAcc: 0.4443, TrLoss:  1.81709, VaAcc: 0.3493, VaLoss:  2.58141
 63,  0 | TrAcc: 0.4464, TrLoss:  1.81715, VaAcc: 0.3482, VaLoss:  2.58173
 64,  0 | TrAcc: 0.4484, TrLoss:  1.81189, VaAcc: 0.3588, VaLoss:  2.57747
 65,  0 | TrAcc: 0.4484, TrLoss:  1.81158, VaAcc: 0.3579, VaLoss:  2.57212
 66,  0 | TrAcc: 0.4518, TrLoss:  1.80671, VaAcc: 0.3506, VaLoss:  2.56996
 67,  0 | TrAcc: 0.4428, TrLoss:  1.82666, VaAcc: 0.3463, VaLoss:  2.59556
 68,  0 | TrAcc: 0.4498, TrLoss:  1.81101, VaAcc: 0.3482, VaLoss:  2.57908
 69,  0 | TrAcc: 0.4482, TrLoss:  1.80869, VaAcc: 0.3422, VaLoss:  2.58884
 70,  0 | TrAcc: 0.4496, TrLoss:  1.79589, VaAcc: 0.3506, VaLoss:  2.58908
 71,  0 | TrAcc: 0.4530, TrLoss:  1.80418, VaAcc: 0.3551, VaLoss:  2.57894
 72,  0 | TrAcc: 0.4456, TrLoss:  1.81582, VaAcc: 0.3545, VaLoss:  2.58007
 73,  0 | TrAcc: 0.4475, TrLoss:  1.82055, VaAcc: 0.3590, VaLoss:  2.59758
 74,  0 | TrAcc: 0.4496, TrLoss:  1.80811, VaAcc: 0.3480, VaLoss:  2.60294
 75,  0 | TrAcc: 0.4483, TrLoss:  1.80259, VaAcc: 0.3525, VaLoss:  2.58624
 76,  0 | TrAcc: 0.4508, TrLoss:  1.81737, VaAcc: 0.3575, VaLoss:  2.57519
 77,  0 | TrAcc: 0.4555, TrLoss:  1.78278, VaAcc: 0.3478, VaLoss:  2.59622
 78,  0 | TrAcc: 0.4533, TrLoss:  1.79356, VaAcc: 0.3426, VaLoss:  2.58186
 79,  0 | TrAcc: 0.4606, TrLoss:  1.77974, VaAcc: 0.3540, VaLoss:  2.58290
 80,  0 | TrAcc: 0.4513, TrLoss:  1.79369, VaAcc: 0.3478, VaLoss:  2.58785
 81,  0 | TrAcc: 0.4571, TrLoss:  1.79792, VaAcc: 0.3555, VaLoss:  2.59143
 82,  0 | TrAcc: 0.4588, TrLoss:  1.78243, VaAcc: 0.3521, VaLoss:  2.56530
 83,  0 | TrAcc: 0.4520, TrLoss:  1.78219, VaAcc: 0.3530, VaLoss:  2.57722
 84,  0 | TrAcc: 0.4565, TrLoss:  1.78089, VaAcc: 0.3553, VaLoss:  2.57908
 85,  0 | TrAcc: 0.4615, TrLoss:  1.78954, VaAcc: 0.3614, VaLoss:  2.58612
 86,  0 | TrAcc: 0.4663, TrLoss:  1.75257, VaAcc: 0.3575, VaLoss:  2.57651
 87,  0 | TrAcc: 0.4604, TrLoss:  1.75342, VaAcc: 0.3607, VaLoss:  2.57207
 88,  0 | TrAcc: 0.4538, TrLoss:  1.78919, VaAcc: 0.3491, VaLoss:  2.58662
 89,  0 | TrAcc: 0.4587, TrLoss:  1.78556, VaAcc: 0.3465, VaLoss:  2.59382
 90,  0 | TrAcc: 0.4525, TrLoss:  1.80178, VaAcc: 0.3571, VaLoss:  2.58044
 91,  0 | TrAcc: 0.4558, TrLoss:  1.77808, VaAcc: 0.3633, VaLoss:  2.59072
 92,  0 | TrAcc: 0.4616, TrLoss:  1.77432, VaAcc: 0.3616, VaLoss:  2.58256
 93,  0 | TrAcc: 0.4610, TrLoss:  1.78334, VaAcc: 0.3614, VaLoss:  2.58939
 94,  0 | TrAcc: 0.4535, TrLoss:  1.79292, VaAcc: 0.3635, VaLoss:  2.58294
