 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 5}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': [],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 50, 50, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'continuous'}
==============================


  0,  0 | TrAcc: 0.0134, TrLoss:  4.61280, VaAcc: 0.0168, VaLoss:  4.59693
  1,  0 | TrAcc: 0.4180, TrLoss:  2.02727, VaAcc: 0.3784, VaLoss:  2.27247
  2,  0 | TrAcc: 0.4802, TrLoss:  1.75682, VaAcc: 0.4357, VaLoss:  2.10455
  3,  0 | TrAcc: 0.5105, TrLoss:  1.64937, VaAcc: 0.4480, VaLoss:  2.06577
  4,  0 | TrAcc: 0.5268, TrLoss:  1.55282, VaAcc: 0.4511, VaLoss:  2.03844
  5,  0 | TrAcc: 0.5332, TrLoss:  1.52212, VaAcc: 0.4513, VaLoss:  2.03895
  6,  0 | TrAcc: 0.5502, TrLoss:  1.47206, VaAcc: 0.4580, VaLoss:  2.00279
  7,  0 | TrAcc: 0.5638, TrLoss:  1.42357, VaAcc: 0.4659, VaLoss:  2.00945
  8,  0 | TrAcc: 0.5665, TrLoss:  1.41172, VaAcc: 0.4592, VaLoss:  2.04525
  9,  0 | TrAcc: 0.5842, TrLoss:  1.35825, VaAcc: 0.4616, VaLoss:  2.02356
 10,  0 | TrAcc: 0.5818, TrLoss:  1.34677, VaAcc: 0.4601, VaLoss:  2.04446
 11,  0 | TrAcc: 0.5918, TrLoss:  1.32393, VaAcc: 0.4720, VaLoss:  2.02574
 12,  0 | TrAcc: 0.6029, TrLoss:  1.28884, VaAcc: 0.4672, VaLoss:  2.05855
 13,  0 | TrAcc: 0.6029, TrLoss:  1.27253, VaAcc: 0.4601, VaLoss:  2.05505
 14,  0 | TrAcc: 0.6184, TrLoss:  1.23947, VaAcc: 0.4668, VaLoss:  2.05095
 15,  0 | TrAcc: 0.6114, TrLoss:  1.24794, VaAcc: 0.4692, VaLoss:  2.05636
 16,  0 | TrAcc: 0.6137, TrLoss:  1.22739, VaAcc: 0.4616, VaLoss:  2.07636
 17,  0 | TrAcc: 0.6186, TrLoss:  1.22946, VaAcc: 0.4610, VaLoss:  2.09914
 18,  0 | TrAcc: 0.6310, TrLoss:  1.17215, VaAcc: 0.4605, VaLoss:  2.07900
 19,  0 | TrAcc: 0.6347, TrLoss:  1.17096, VaAcc: 0.4599, VaLoss:  2.11165
 20,  0 | TrAcc: 0.6324, TrLoss:  1.17398, VaAcc: 0.4575, VaLoss:  2.09905
 21,  0 | TrAcc: 0.6326, TrLoss:  1.17269, VaAcc: 0.4638, VaLoss:  2.10198
 22,  0 | TrAcc: 0.6477, TrLoss:  1.12723, VaAcc: 0.4597, VaLoss:  2.12732
 23,  0 | TrAcc: 0.6419, TrLoss:  1.14120, VaAcc: 0.4577, VaLoss:  2.12352
 24,  0 | TrAcc: 0.6452, TrLoss:  1.12442, VaAcc: 0.4541, VaLoss:  2.14260
 25,  0 | TrAcc: 0.6491, TrLoss:  1.12255, VaAcc: 0.4517, VaLoss:  2.14667
 26,  0 | TrAcc: 0.6473, TrLoss:  1.11898, VaAcc: 0.4649, VaLoss:  2.13002
 27,  0 | TrAcc: 0.6466, TrLoss:  1.12624, VaAcc: 0.4592, VaLoss:  2.14226
 28,  0 | TrAcc: 0.6489, TrLoss:  1.12377, VaAcc: 0.4556, VaLoss:  2.15873
 29,  0 | TrAcc: 0.6601, TrLoss:  1.09583, VaAcc: 0.4455, VaLoss:  2.15266
 30,  0 | TrAcc: 0.6618, TrLoss:  1.07102, VaAcc: 0.4465, VaLoss:  2.15344
 31,  0 | TrAcc: 0.6654, TrLoss:  1.06089, VaAcc: 0.4521, VaLoss:  2.16365
 32,  0 | TrAcc: 0.6641, TrLoss:  1.07612, VaAcc: 0.4411, VaLoss:  2.17262
 33,  0 | TrAcc: 0.6684, TrLoss:  1.04292, VaAcc: 0.4552, VaLoss:  2.16083
 34,  0 | TrAcc: 0.6570, TrLoss:  1.06929, VaAcc: 0.4476, VaLoss:  2.17304
 35,  0 | TrAcc: 0.6687, TrLoss:  1.04895, VaAcc: 0.4403, VaLoss:  2.18036
 36,  0 | TrAcc: 0.6707, TrLoss:  1.03836, VaAcc: 0.4502, VaLoss:  2.18318
 37,  0 | TrAcc: 0.6748, TrLoss:  1.02707, VaAcc: 0.4450, VaLoss:  2.17670
 38,  0 | TrAcc: 0.6799, TrLoss:  1.00852, VaAcc: 0.4545, VaLoss:  2.17181
 39,  0 | TrAcc: 0.6723, TrLoss:  1.04175, VaAcc: 0.4431, VaLoss:  2.19505
 40,  0 | TrAcc: 0.6833, TrLoss:  1.01425, VaAcc: 0.4414, VaLoss:  2.20921
 41,  0 | TrAcc: 0.6808, TrLoss:  1.00953, VaAcc: 0.4446, VaLoss:  2.20219
 42,  0 | TrAcc: 0.6818, TrLoss:  1.00147, VaAcc: 0.4396, VaLoss:  2.20682
 43,  0 | TrAcc: 0.6853, TrLoss:  0.98858, VaAcc: 0.4455, VaLoss:  2.20580
 44,  0 | TrAcc: 0.6866, TrLoss:  0.99765, VaAcc: 0.4407, VaLoss:  2.21870
 45,  0 | TrAcc: 0.6796, TrLoss:  1.00853, VaAcc: 0.4396, VaLoss:  2.22414
 46,  0 | TrAcc: 0.6966, TrLoss:  0.96261, VaAcc: 0.4383, VaLoss:  2.21669
 47,  0 | TrAcc: 0.6925, TrLoss:  0.98231, VaAcc: 0.4340, VaLoss:  2.23924
 48,  0 | TrAcc: 0.6935, TrLoss:  0.96786, VaAcc: 0.4407, VaLoss:  2.24017
 49,  0 | TrAcc: 0.6912, TrLoss:  0.97355, VaAcc: 0.4392, VaLoss:  2.22800
 50,  0 | TrAcc: 0.6976, TrLoss:  0.95891, VaAcc: 0.4366, VaLoss:  2.23888
 51,  0 | TrAcc: 0.6875, TrLoss:  0.98480, VaAcc: 0.4364, VaLoss:  2.23567
 52,  0 | TrAcc: 0.6912, TrLoss:  0.97297, VaAcc: 0.4375, VaLoss:  2.22664
 53,  0 | TrAcc: 0.6964, TrLoss:  0.95102, VaAcc: 0.4353, VaLoss:  2.23345
 54,  0 | TrAcc: 0.7038, TrLoss:  0.94618, VaAcc: 0.4383, VaLoss:  2.24000
 55,  0 | TrAcc: 0.6895, TrLoss:  0.97543, VaAcc: 0.4357, VaLoss:  2.24580
 56,  0 | TrAcc: 0.6959, TrLoss:  0.95873, VaAcc: 0.4431, VaLoss:  2.24546
 57,  0 | TrAcc: 0.7048, TrLoss:  0.94707, VaAcc: 0.4373, VaLoss:  2.24115
 58,  0 | TrAcc: 0.7041, TrLoss:  0.93511, VaAcc: 0.4379, VaLoss:  2.24461
 59,  0 | TrAcc: 0.7063, TrLoss:  0.93231, VaAcc: 0.4276, VaLoss:  2.26508
 60,  0 | TrAcc: 0.6988, TrLoss:  0.94461, VaAcc: 0.4286, VaLoss:  2.26516
 61,  0 | TrAcc: 0.7067, TrLoss:  0.91770, VaAcc: 0.4230, VaLoss:  2.26673
 62,  0 | TrAcc: 0.7051, TrLoss:  0.94191, VaAcc: 0.4258, VaLoss:  2.27682
 63,  0 | TrAcc: 0.7046, TrLoss:  0.93468, VaAcc: 0.4308, VaLoss:  2.25619
 64,  0 | TrAcc: 0.7105, TrLoss:  0.91897, VaAcc: 0.4228, VaLoss:  2.28218
 65,  0 | TrAcc: 0.7086, TrLoss:  0.90944, VaAcc: 0.4306, VaLoss:  2.26895
 66,  0 | TrAcc: 0.7145, TrLoss:  0.90667, VaAcc: 0.4174, VaLoss:  2.28153
 67,  0 | TrAcc: 0.7163, TrLoss:  0.90129, VaAcc: 0.4211, VaLoss:  2.28993
 68,  0 | TrAcc: 0.7211, TrLoss:  0.88225, VaAcc: 0.4308, VaLoss:  2.26834
 69,  0 | TrAcc: 0.7190, TrLoss:  0.89468, VaAcc: 0.4256, VaLoss:  2.27569
 70,  0 | TrAcc: 0.7097, TrLoss:  0.91676, VaAcc: 0.4256, VaLoss:  2.28164
 71,  0 | TrAcc: 0.7171, TrLoss:  0.89879, VaAcc: 0.4243, VaLoss:  2.29112
 72,  0 | TrAcc: 0.7010, TrLoss:  0.93700, VaAcc: 0.4191, VaLoss:  2.29677
 73,  0 | TrAcc: 0.7180, TrLoss:  0.90004, VaAcc: 0.4291, VaLoss:  2.28714
 74,  0 | TrAcc: 0.7107, TrLoss:  0.90254, VaAcc: 0.4288, VaLoss:  2.28716
 75,  0 | TrAcc: 0.7256, TrLoss:  0.87274, VaAcc: 0.4323, VaLoss:  2.29252
 76,  0 | TrAcc: 0.7193, TrLoss:  0.88635, VaAcc: 0.4347, VaLoss:  2.28324
 77,  0 | TrAcc: 0.7163, TrLoss:  0.89082, VaAcc: 0.4308, VaLoss:  2.27733
 78,  0 | TrAcc: 0.7155, TrLoss:  0.89621, VaAcc: 0.4329, VaLoss:  2.28651
 79,  0 | TrAcc: 0.7229, TrLoss:  0.86271, VaAcc: 0.4286, VaLoss:  2.28410
 80,  0 | TrAcc: 0.7211, TrLoss:  0.87119, VaAcc: 0.4219, VaLoss:  2.29977
 81,  0 | TrAcc: 0.7145, TrLoss:  0.88961, VaAcc: 0.4243, VaLoss:  2.29092
 82,  0 | TrAcc: 0.7220, TrLoss:  0.87789, VaAcc: 0.4312, VaLoss:  2.30134
 83,  0 | TrAcc: 0.7243, TrLoss:  0.86738, VaAcc: 0.4269, VaLoss:  2.29250
 84,  0 | TrAcc: 0.7236, TrLoss:  0.87046, VaAcc: 0.4252, VaLoss:  2.30755
 85,  0 | TrAcc: 0.7188, TrLoss:  0.88014, VaAcc: 0.4390, VaLoss:  2.27647
 86,  0 | TrAcc: 0.7236, TrLoss:  0.87493, VaAcc: 0.4276, VaLoss:  2.30434
 87,  0 | TrAcc: 0.7227, TrLoss:  0.87760, VaAcc: 0.4243, VaLoss:  2.31018
 88,  0 | TrAcc: 0.7269, TrLoss:  0.86007, VaAcc: 0.4260, VaLoss:  2.31359
 89,  0 | TrAcc: 0.7261, TrLoss:  0.86151, VaAcc: 0.4321, VaLoss:  2.30129
 90,  0 | TrAcc: 0.7255, TrLoss:  0.86478, VaAcc: 0.4248, VaLoss:  2.30727
 91,  0 | TrAcc: 0.7170, TrLoss:  0.88447, VaAcc: 0.4276, VaLoss:  2.31201
 92,  0 | TrAcc: 0.7200, TrLoss:  0.87424, VaAcc: 0.4243, VaLoss:  2.31384
 93,  0 | TrAcc: 0.7213, TrLoss:  0.89148, VaAcc: 0.4278, VaLoss:  2.30383
 94,  0 | TrAcc: 0.7176, TrLoss:  0.88010, VaAcc: 0.4288, VaLoss:  2.28915
 95,  0 | TrAcc: 0.7202, TrLoss:  0.87172, VaAcc: 0.4288, VaLoss:  2.29738
 96,  0 | TrAcc: 0.7238, TrLoss:  0.85118, VaAcc: 0.4273, VaLoss:  2.30102
 97,  0 | TrAcc: 0.7241, TrLoss:  0.86811, VaAcc: 0.4185, VaLoss:  2.32423
 98,  0 | TrAcc: 0.7302, TrLoss:  0.84815, VaAcc: 0.4224, VaLoss:  2.30450
 99,  0 | TrAcc: 0.7318, TrLoss:  0.84009, VaAcc: 0.4209, VaLoss:  2.31966
----------------------------
Final Tr Acc   :   0.73026 +- 0.00340
Final Va Acc   :   0.41828 +- 0.00376
Final Tr Loss  :   0.84825 +- 0.01339
Final Va Loss  :   2.33713 +- 0.02100

TrAcc
Run:  0 | 74.40% in epoch   96
Run:  1 | 73.43% in epoch   91
Run:  2 | 73.18% in epoch   99

VaAcc
Run:  0 | 47.54% in epoch    7
Run:  1 | 47.37% in epoch    8
Run:  2 | 47.20% in epoch   11

TeAcc
Run:  0 | 45.23% in epoch    7
Run:  1 | 45.59% in epoch    8
Run:  2 | 45.05% in epoch   11
(3, 100)
