 'task_id': 24}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': ['c', 'o'],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0124, TrLoss:  4.61190, VaAcc: 0.0138, VaLoss:  4.61979
  1,  0 | TrAcc: 0.3055, TrLoss:  2.60083, VaAcc: 0.2559, VaLoss:  2.83812
  2,  0 | TrAcc: 0.3509, TrLoss:  2.29711, VaAcc: 0.3118, VaLoss:  2.60952
  3,  0 | TrAcc: 0.3799, TrLoss:  2.15917, VaAcc: 0.3404, VaLoss:  2.54119
  4,  0 | TrAcc: 0.3877, TrLoss:  2.11072, VaAcc: 0.3286, VaLoss:  2.51640
  5,  0 | TrAcc: 0.3938, TrLoss:  2.05627, VaAcc: 0.3497, VaLoss:  2.49154
  6,  0 | TrAcc: 0.4076, TrLoss:  2.01141, VaAcc: 0.3480, VaLoss:  2.47953
  7,  0 | TrAcc: 0.4223, TrLoss:  1.96030, VaAcc: 0.3642, VaLoss:  2.45310
  8,  0 | TrAcc: 0.4266, TrLoss:  1.93254, VaAcc: 0.3586, VaLoss:  2.45753
  9,  0 | TrAcc: 0.4308, TrLoss:  1.90851, VaAcc: 0.3560, VaLoss:  2.46744
 10,  0 | TrAcc: 0.4311, TrLoss:  1.89296, VaAcc: 0.3644, VaLoss:  2.44162
 11,  0 | TrAcc: 0.4369, TrLoss:  1.88264, VaAcc: 0.3706, VaLoss:  2.43288
 12,  0 | TrAcc: 0.4492, TrLoss:  1.83483, VaAcc: 0.3754, VaLoss:  2.43210
 13,  0 | TrAcc: 0.4465, TrLoss:  1.82913, VaAcc: 0.3851, VaLoss:  2.42614
 14,  0 | TrAcc: 0.4493, TrLoss:  1.81619, VaAcc: 0.3685, VaLoss:  2.44605
 15,  0 | TrAcc: 0.4478, TrLoss:  1.83724, VaAcc: 0.3808, VaLoss:  2.42553
 16,  0 | TrAcc: 0.4579, TrLoss:  1.80825, VaAcc: 0.3687, VaLoss:  2.43056
 17,  0 | TrAcc: 0.4550, TrLoss:  1.79386, VaAcc: 0.3816, VaLoss:  2.43657
 18,  0 | TrAcc: 0.4576, TrLoss:  1.78526, VaAcc: 0.3747, VaLoss:  2.44559
 19,  0 | TrAcc: 0.4627, TrLoss:  1.78128, VaAcc: 0.3713, VaLoss:  2.43320
 20,  0 | TrAcc: 0.4605, TrLoss:  1.76620, VaAcc: 0.3790, VaLoss:  2.44837
 21,  0 | TrAcc: 0.4664, TrLoss:  1.75299, VaAcc: 0.3780, VaLoss:  2.44647
 22,  0 | TrAcc: 0.4638, TrLoss:  1.75842, VaAcc: 0.3875, VaLoss:  2.42695
 23,  0 | TrAcc: 0.4716, TrLoss:  1.73986, VaAcc: 0.3911, VaLoss:  2.43829
 24,  0 | TrAcc: 0.4759, TrLoss:  1.73131, VaAcc: 0.3954, VaLoss:  2.44251
 25,  0 | TrAcc: 0.4718, TrLoss:  1.72445, VaAcc: 0.3924, VaLoss:  2.42125
 26,  0 | TrAcc: 0.4677, TrLoss:  1.73079, VaAcc: 0.3864, VaLoss:  2.42408
 27,  0 | TrAcc: 0.4731, TrLoss:  1.71560, VaAcc: 0.3870, VaLoss:  2.45497
 28,  0 | TrAcc: 0.4735, TrLoss:  1.70795, VaAcc: 0.3892, VaLoss:  2.43486
 29,  0 | TrAcc: 0.4803, TrLoss:  1.70214, VaAcc: 0.3855, VaLoss:  2.44251
 30,  0 | TrAcc: 0.4734, TrLoss:  1.72170, VaAcc: 0.3913, VaLoss:  2.41690
 31,  0 | TrAcc: 0.4725, TrLoss:  1.72271, VaAcc: 0.3775, VaLoss:  2.43882
 32,  0 | TrAcc: 0.4738, TrLoss:  1.71407, VaAcc: 0.3944, VaLoss:  2.44089
 33,  0 | TrAcc: 0.4776, TrLoss:  1.70299, VaAcc: 0.3896, VaLoss:  2.44508
 34,  0 | TrAcc: 0.4784, TrLoss:  1.68970, VaAcc: 0.3922, VaLoss:  2.43254
 35,  0 | TrAcc: 0.4779, TrLoss:  1.69829, VaAcc: 0.3926, VaLoss:  2.43557
 36,  0 | TrAcc: 0.4862, TrLoss:  1.68150, VaAcc: 0.3924, VaLoss:  2.44743
 37,  0 | TrAcc: 0.4770, TrLoss:  1.69755, VaAcc: 0.3993, VaLoss:  2.41911
 38,  0 | TrAcc: 0.4782, TrLoss:  1.67854, VaAcc: 0.4004, VaLoss:  2.44046
